update_date,text,categories_list,num_categories,cluster
2022-08-25,accumulation amplitude string common qualitative feature coon amplitude unicode deformation veneziano amplitude logarithmic regge trajectory unicode string scattering amplitude string ending brane ad reduce veneziano amplitude relatively energy system accumulation spectrum infinite state energy similar energy fixed angle behavior nevertheless difference spectrum state highest angular momentum similarity suggest exist string background realizes coon amplitude,['hep-th'],1,1
2019-09-04,allocating server spot demand service cloud computing cloud computing delivers user facilitating access computing capacity period arises demand spot service shared server former allows user access server demand fixed price user occupy period server latter allows user bid remaining unoccupied period dynamic pricing appropriate design period arbitrarily small since demand user arrive randomly service adopted amazon elastic cloud compute integral sharing server demand spot service optimally pricing spot instance guarantee demand user get served quickly spot user stably server properly period accepted key demand spot service accessible result complementing demand market spot market cloud provider improve revenue designed assumption met environment tool cloud operator quantify advantage hybrid spot demand service eventually making operating service infrastructure,"['cs.PF', 'cs.DC', 'cs.GT']",3,4
2018-08-28,hann banach arveson extension kadison isomorphism cl algebra generated cl unital closed subspace unital algebra cla complete isomorphism cli cl raro cl system matrix algebra unique extension isomorphism cli cl raro cl statement system infinite dimensional algebra false characterise upto cocycle conjugacy extreme point unital completely positive map matrix algebra,['math.OA'],1,8
2023-06-02,jwst measurement neutral hydrogen fraction ionized bubble size alpha damping wing absorption bright continuum galaxy volume averaged neutral hydrogen fraction ionized bubble radius measured alpha damping wing absorption galaxy epoch reionization combine jwst nirspec spectrum ceers ddt program bright continuum galaxy composite spectrum binned redshift clear evolution spectral flattening towards redshift rest frame suggesting increase alpha damping wing absorption estimate alpha damping wing absorption composite spectrum realistic template alpha emission circum galactic medium absorption assuming standard inside reionization picture ionized bubble galaxy inter galactic medium value monotonically increasing decreasing time comoving mpc redshift redshift evolution indicates moderately late reionization history consistent suggested electron scattering cosmic microwave background evolution luminosity escape fraction esc simeq measurement time larger cosmic average value estimated analytic calculation measurement comparable value merged ionized bubble bright galaxy predicted simulation,['astro-ph.GA'],1,6
2023-04-27,pvp trained visual tuning trained transformer demonstrated remarkable success computer vision task still highly fully tune model downstream task computational storage cost tuning petuning technique visual prompt tuning vpt rank adaptation lora reduced computation storage inserting lightweight prompt module trained model tuning prompt module small trainable parameter keeping transformer backbone frozen although parameter adjusted petuning method still amount downstream training data result inadequate data regime especially example per class empirically identify poor mainly inappropriate initializing prompt module verified trained language model trained visual pvp tuning train tuning module leverage trained module along trained transformer backbone tuning downstream task result visual classification fgvc vtab datasets outperforms petuning method,"['cs.CV', 'cs.AI', 'cs.LG', 'eess.IV']",4,3
2022-02-15,development advanced linearized gyrokinetic collision operator moment derivation implementation linearized version gyrokinetic coulomb collision jorge plasma phys linearized sugama collision sugama phys plasma reported hermite laguerre moment expansion perturbed gyrocenter distribution referred gyro moment expansion allows considering arbitrary perpendicular wavenumber expressing linearized operator linear combination gyro moment expansion coefficient closed analytical expression depend perpendicular wavenumber temperature mass ratio colliding specie drift kinetic limit linearized coulomb sugama operator comparison gyro moment continuum code gene reported focusing ion temperature gradient itg instability zonal flow damping finding excellent agreement linearized sugama yield stronger collisional damping residual compared linearized coulomb efficiency gyro moment increase collisionality desired boundary plasma application,['physics.plasm-ph'],1,7
2021-05-28,panel experiment dynamic causal effect population perspective panel experiment randomly assign unit intervention measuring outcome repeating procedure several period outcome define population dynamic causal effect relative effectiveness alternative treatment path rich class dynamic causal effect nonparametric estimator unbiased randomization distribution population limiting distribution either sample size duration increase develop method inference conservative test weak null hypothesis exact randomization test sharp null hypothesis population probability limit linear fixed effect estimator commonly estimator recover causally interpretable estimand dynamic causal effect serial correlation assignment highlighting estimator,"['stat.ME', 'math.ST', 'stat.TH']",3,4
2020-04-08,molecular jet mass young protostellar object molecular jet seen coming youngest protostars early mass star formation detected sio sub millimeter wavelength innermost region associated protostars accretion disk deeply embedded launched collimated fossil record accretion history protostars expected play facilitating accretion studying physical property mass loss rate velocity rotation radius wiggle molecular shock formation periodical variation magnetic field etc allows probe jet launching collimation disk accretion evolution potentially binary formation planetary formation disk exciting result spatial velocity resolution observation molecular jet comparison optical jet later star formation observation molecular jet sample spatial velocity resolution alma expected lead breakthrough understanding jet young star,['astro-ph.GA'],1,6
2020-02-17,integrability exact solvability deterministic stochastic laplacian growth application classical quantum integrable system free boundary problem fluid mechanic corresponding problem statistical mechanic exact result multi fractal spectrum stochastic model laplacian growth schramm loewner levy loewner evolution,"['math-ph', 'cond-mat.stat-mech', 'math.MP', 'math.PR', 'nlin.PS', 'nlin.SI']",6,5
2021-06-02,statistical fitting evolution model rotation rate sun star apply dimensional fitting statistic tau rotational evolution model rem star odot period mass plane tau statistic simultaneously considers cluster rotation data return goodness data improvement rem data set sco pleiades praesepe tune rem consistently determined stellar mass calculated matching textrm magnitude isochrone literature rotation period demonstration tau statistic fitting gyrochronology age praesepe agreement literature systematically vary parameter dependence stellar wind torque law rossby saturated unsaturated regime location transition minimising tau value value vary slightly cluster mass determination initial condition highlighting precision tau constraining rem gyrochronology understanding stellar physic resulting rem fitting broken power law torque statistically improved rem similar formulation still simultaneously observed rotation distribution lowest mass slow fast rotators praesepe age shape converged sequence mass complexity rem required accurately data,['astro-ph.SR'],1,6
2022-01-04,adaptive memory network self supervised learning unsupervised anomaly detection unsupervised anomaly detection aim build model effectively detect unseen anomaly training normal data although reconstruction method made fruitful progress generalization limited critical challenge training dataset contains normal pattern limit generalization representation learned existing model lack representativeness hamper preserve diversity normal pattern adaptive memory network self supervised learning amsl challenge enhance generalization unsupervised anomaly detection convolutional autoencoder amsl incorporates self supervised learning module learn normal pattern adaptive memory fusion module learn rich representation experiment public multivariate datasets amsl improves compared method specifically largest cap sleep stage detection dataset million sample amsl outperforms baseline textbf accuracy score apart generalization amsl robust input noise,"['cs.LG', 'cs.AI']",2,3
2020-12-02,temperature nonequilibrium steady define temperature relativistic nonequilibrium steady state ness conventional temperature ness defined ratio fluctuation dissipation ness relative velocity heat bath hence conventional temperature frame dependent relativistic system temperature frame independent lorentz invariant quantity characterizes ness temperature ness temperature heat bath holographic model conventional temperature temperature heat bath,"['hep-th', 'cond-mat.stat-mech', 'gr-qc', 'hep-ph', 'nucl-th']",5,7
2020-07-28,hyperuniform set sphere probabilistic aspect hyperuniformity torquato stillinger notion detect structural behaviour intermediate amorphous disorder crystalline study generalisation unit sphere several determinantal process hyperuniform projective ensemble hyperuniform,['math.PR'],1,2
2019-04-24,acausal quantum archimedean scalar field quantum scalar field adic spacetime satisfy adic analogue rding wightman axiom axiom formulated archimedean archimedean framework axiom depending ordering background field must reformulated reflecting acausality adic spacetime adic scalar field satisfy adic klein gordon pseudo differential equation quantization solution klein gordon equation corresponds exactly scalar field,"['hep-th', 'math-ph', 'math.FA', 'math.MP']",4,10
2021-01-29,thermodynamics precision quantum nano machine fluctuation affect dynamic functionality nanoscale thermal machine development stochastic thermodynamics fluctuation far equilibrium system constrained rate entropy production thermodynamic uncertainty relation relation imply increasing reliability precision engine power come greater thermodynamic thermodynamics precision small thermal machine quantum regime exact relation power power fluctuation entropy production rate several model qubit engine autonomous cyclic quantised load depending quantum coherence either help hinder power fluctuation concerned design principle reducing fluctuation quantum nano machine autonomous qubit engine whose power entropy production would allowed classical markovian,"['quant-ph', 'cond-mat.mes-hall', 'cond-mat.stat-mech']",3,5
2020-06-02,control constraint multi dimensional reaction diffusion monostable bistable equation dynamic phenomenon social biological science modeled employing reaction diffusion equation addressing control mode mathematical viewpoint main challenge intrinsic nature model consideration typically proportion density need preserve bound controlling desired final configuration becomes complex sometimes impossible controllability constant steady state spatially homogeneous semilinear heat equation constraint boundary control indeed natural acting nonlinearities considered among frequent monostable bistable one controlling constant steady become impossible diffusivity small domain existence barrier function obstruction arise build sophisticated control strategy combining dissipativity existence traveling wave connectivity steady state connectivity allows building path controlled trajectory follow small oscillation preserving natural constraint kind strategy successfully implemented space dimension plane analysis technique allowed decode nature steady state technique fail multi dimensional employ fictitious domain extending larger ball building path radially symmetric restricted original domain,['math.OC'],1,10
2022-05-24,mathematical encoding multi resonant planetary system seti beacon might advanced alien civilization manipulate orbit planetary create durable signpost communicates existence still debated purposeful advertisement would prudent wise mean motion resonance neighboring planet orbital period integer ratio could encode sequence would expect nature letter build multi resonant planetary system test orbital stability system contain planet consist consecutive integer prime number iii fibonacci sequence lazy caterer sequence built body simulation artificial migration force evaluated stability full gyr integration sun main sequence tested stability system additional gyr post main sequence evolution central star assumed sun final white dwarf destabilized consecutive integer sequence sequence therefore represent seti beacon,"['astro-ph.EP', 'physics.pop-ph']",2,6
2020-09-30,spiral generated major planet proto planetary disk periodic orbit near resonance calculation motion particle disk solar mass object perturbed planet circular orbit mass greater stellar mass algorithm simulating bulk viscosity added ensemble particle response disk followed several planet orbital period arm spiral form near inner resonance extends planetary orbit radius corotation gaseous disk galactic perturbed weak rotating bar distortion appearance perpendicular family periodic orbit near resonance combined dissipation inhibits crossing streamlines spiral density enhancement crowding streamlines gradual shift family result dependence pitch angle radius asymmetry spiral feature resemble sophisticated calculation physical effect morphology generated clearly resembles observed object defined arm spiral sao illustrates spiral formation interaction planet disk orbital motion perturbed keplerian field combined kinematic viscosity,"['astro-ph.EP', 'astro-ph.GA']",2,6
2020-09-22,safety critical online control adversarial disturbance study control safety critical dynamical system presence adversarial disturbance seek feedback controller minimize incurred disturbance respecting safety constraint safety constraint inf norm specified norm online cost revealed controller chosen iterative synthesis controller solving modified discrete riccati equation solution equation enforce safety constraint controller controller complete knowledge disturbance cost hindsight regret defined difference cost varies logarithmically horizon validate control setup subject kind adversarial attack,"['eess.SY', 'cs.CR', 'cs.LG', 'cs.SY', 'math.OC']",5,10
2023-03-06,fractional porous medium equation erd elyi kober integral equation compactly supported solution method fractional porous medium equation hydrological physical chemical flow self similar solution profile experimentally measured situation unique initial boundary dimensional supplemented boundary condition physical model exhibit self similar erd elyi kober fractional backward shooting exists unique shooting useful deriving theoretical result devise scheme solve governing along way discretizing erd elyi kober fractional derivative since latter nonlocal realization truncation correct truncation regime several error estimate furthermore backward shooting solve main convergence main difficulty lie degeneracy diffusivity overcome regularization finding supplemented simulation verify theoretical finding,"['math.NA', 'cs.NA', 'math.AP']",3,10
2019-12-18,resource asymmetric distinguishability quantum channel develops resource asymmetric distinguishability quantum channel generalizing resource state arxiv arxiv key constituent channel resource quantum channel box consisting pair quantum channel manipulated free mean arbitrary quantum superchannel physical transformation quantum channel main resource approximate channel box transformation goal transform initial channel box box final channel box box asymmetric error transformation channel resource richer counterpart state wider way framed either shot shot regime latter parallel sequential variant prior arxiv special case channel box transformation distinguishability distillation dilution shot value task equal smooth smooth channel min max relative entropy endowing quantity operational interpretation asymptotic sequential exact distinguishability equal channel max relative entropy distillable distinguishability equal amortized channel relative entropy arxiv latter understood stein lemma quantum channel sequential simplifies environment seizable classical quantum channel box,"['quant-ph', 'cs.IT', 'hep-th', 'math-ph', 'math.IT', 'math.MP']",6,5
2021-12-30,quinpi integrating conservation law cweno implicit method interesting application hyperbolic system equation stiff step satisfy restrictive stability condition avoid small step implicit integration implicit integration quite straightforward scheme scheme instead control spurious oscillation requires limiting space implicit simplify considerably oscillatory scheme implicit predictor nonlinear weight standard space reconstruction limiting preliminary concentrate scheme dirk integration cweno reconstruction space test involve linear nonlinear scalar conservation law,"['math.NA', 'cs.NA']",2,10
2022-03-24,apollonius circle enough pursuit evasion game investigates obstacle free motion pursuit evasion problem pursuer faster game termination interior apollonius circle evader dominance region unclear evader could reach outside initial captured pursuit strategy guarantee evader arbitrarily close neighborhood initial pursuer strategy reformulating game nonlinear control guarantee hold admissible evader strategy implies evader freely select location inside initial therefore class problem payoff determined solely location trivial,['math.OC'],1,4
2022-11-22,analysis folded superconducting coaxial shield cryogenic comparators present shield configuration cryogenic comparators cccs namely folded coaxial geometry analytical describing shielding validated mean simulation thanks property shield highlighted additionally compare volumetric folded coaxial shield ring shield latter installed cccs measuring particle beam current accelerator facility,"['physics.acc-ph', 'physics.ins-det']",2,7
2022-11-04,data approach surrogate machine learning development adaption established method field surrogate machine learning development method data augmentation custom loss function transfer learning method seen widespread field machine learning apply specifically surrogate machine learning development machine learning form basis behind intended surrogate traditional engineering nuclear industry hampered poor limited training data combination additional technique improved aforementioned technique utility combination another see applied transfer learning operation trained surrogate model produced prior trained augmented dataset custom loss combination technique see improvement least across model,"['cs.LG', 'stat.ML']",2,3
2018-08-15,linearity omega primality monoids atomic cancellative commutative monoid omega measure far prime monoids invariant exhibit eventual quasilinearity periodic linearity apply asymptotic behavior omega monoid explicit formula monoid embedding dimension,"['math.AC', 'math.CO']",2,2
2021-08-11,select substitute search benchmark knowledge augmented visual answering multimodal spanning text corpus knowledge image outside knowledge visual answering okvqa much popular data limitation surprisingly fraction query ass modal information instead independent image depend speculation ocr otherwise answerable image alone add limitation frequency guessing unintended widespread overlap train test fold overall hard system exploit weakness rather really infer answer opaque reasoning uninterpretable equally limitation dataset designed quantitative assessment retrieval provision assessing correct semantic interpretation input query response identify key structural idiom okvqa viz select substitute search build data challenge specifically questioner identifies entity image asks involving entity answered consulting knowledge corpus passage mentioning entity challenge consists okvqas subset okvqa annotated structural idiom svqa dataset built scratch neural structurally transparent okvqa explicitly address challenge dataset outperforms competitive baseline,"['cs.CV', 'cs.LG']",2,3
2023-05-10,resilient temporal logic planning presence robot failure several motion planning algorithm design path mobile robot team collaborative level mission specified formal language linear temporal logic ltl designed path lack reactivity failure robot capability sensing mobility manipulation occur unanticipated event human intervention malfunctioning turn compromise mission challenge resilient mission planning algorithm team heterogeneous robot collaborative ltl mission robot heterogeneous respect capability mission requires application skill area environment temporal logical design path adapt unexpected failure robot capability accomplished allocating sub task robot currently functioning skill minimally disrupting existing team motion plan experiment theoretical guarantee demonstrating efficiency resiliency algorithm,['cs.RO'],1,4
2020-09-22,morphological reconstruction detached dendritic spine geodesic path prediction morphological reconstruction dendritic spine fluorescent microscopy critical neuro image analysis existing segmentation tool ill equipped handle thin spine poorly illuminated neck membrane unsupervised path prediction stochastic seek path space spine neck reconstruction specifically designed reduce bias outlier adept reconstructing shape image plagued noise poor contrast analysis photon microscopy data efficacy improvement observed term mean reconstruction error,"['eess.IV', 'q-bio.QM']",2,4
2023-01-02,addressing standard problem technically natural higgs model problem particle physic cosmology technically natural higgs tnh remedy endeavour following question electroweak naturalness generation neutrino mass flavour mixing nature inflaton matter antimatter asymmetry origin dark matter strong solution problem inflation scenario higgs starobinsky independent inflation tnh higgs mixture elementary composite compositeness much larger traditionally requires unnatural small vacuum misalignment tnh model compositeness planck assisted mechanism mechanism softly breaking global mathbb symmetry technically natural small vacuum misalignment dynamically triggering symmetry breaking fermion mass generation mechanism invariant version tnh compositeness mathcal gev technically natural gev higgs boson scotogenic neutrino invariant inflation qcd axion dark matter altogether dynamically induces planck mentioned question,"['hep-ph', 'hep-th']",2,1
2020-04-29,spin excitation anisotropy bilayer iron superconductor cakfe polarized inelastic neutron scattering spin excitation anisotropy bilayer iron superconductor cakfe c superconducting odd modulation spin resonance observed unpolarized neutron scattering experiment xie phys lett energy mode sim mev isotropic spin space energy odd mode consist axis polarized mode mev along another partially overlapped plane mode mev argue spin anisotropy induced spin orbit coupling spin vortex fluctuation unique compound spin anisotropy affected superconductivity weak mev normal transferred energy odd mode spin resonance c,"['cond-mat.supr-con', 'cond-mat.str-el']",2,7
2020-11-03,magnetic exchange pathway complex cluster principle build bridge density functional dft interpretation anderson superexchange constructing dft wannier function enable direct quantum body embedding applied magnetic interaction magnetic molecule insight double exchange superexchange interaction direct metal metal charge transfer process generally weak molecule lead small contribution double exchange interaction interaction charge transfer compared charge transfer unusual superexchange atom valence state identified dominant mechanism procedure open path quantitative understanding exchange interaction complex magnetic system molecular magnet transition metal organic framework solid material,['cond-mat.mtrl-sci'],1,7
2020-03-25,spin polarized neutron matter maximum mass neutron star transition neutron star matter spin polarized neutron matter affect equation mass radius relation neutron star extension scheme equation allow pressure inside neutron star transition spin polarized neutron matter excludes extreme regime hence transition limit maximum mass neutron star lie odot depending microscopic nuclear force larger mass could reached constraint limit agreement constraint extracted neutron star merger electromagnetic counterpart assuming description term spin polarized neutron matter center neutron star star spin polarized domain core ruled,"['nucl-th', 'astro-ph.HE', 'astro-ph.SR', 'hep-ph']",4,6
2018-01-22,nonparametric space conditional density estimation moderately dimension estimating conditional density moderately dimension much informative regression function conditional density main method particularly bayesian studying posterior distribution finding mode considering kernel estimator select pointwise multivariate bandwidth revisiting greedy algorithm rodeo regularisation derivative expectation address several issue greedy computationally iterative procedure avoiding curse dimensionality suitably defined sparsity condition early procedure converging quasi minimax rate,['stat.ME'],1,4
2022-05-24,synthesis satisficing temporal goal reactive synthesis level specification combine hard constraint expressed linear temporal logic ltl soft constraint expressed discounted reward application planning reinforcement learning existing combine technique ltl synthesis optimization reward failed yield sound algorithm alternative combining ltl synthesis satisficing reward reward threshold sound complete integer discount factor practice fractional discount factor desired extends existing satisficing presenting sound algorithm synthesis ltl reward fractional discount factor utility algorithm demonstrated robotic planning domain,"['cs.AI', 'cs.LO', 'cs.RO']",3,4
2022-09-22,reconfigurable intelligent surface vehicular communication exact analysis noise mobility provides approximation reconfigurable intelligent surface ri assisted system generalized fading channel noise resulting imperfect compensation ri exact analysis bound ri assisted vehicular communication considering noise mobility asymmetric fading channel coherently combining received signal reflected ri element direct transmission source terminal employ represent pdf cdf product channel coefficient term univariate fox pdf develop exact statistical analysis snr ri assisted multi variate fox,"['cs.IT', 'eess.SP', 'math.IT']",3,4
2021-09-15,contrastive explanation interpretability contrastive explanation clarify event occurred contrast another inherently intuitive human produce comprehend produce contrastive explanation classification model modifying disregard contrastive information modifying behavior contrastive reasoning projecting latent space capture feature useful differentiate decision contrastive explanation analyzing scenario level abstract attribution level input token span attribution text classification task specifically produce explanation answering label alternative label input useful aspect input useful decision overall finding shed light label contrastive explanation finer interpretability decision,"['cs.CL', 'cs.AI', 'cs.LG']",3,3
2020-01-28,morphisms construction witt vector commutative ring unital associative possibly commutative ring prime ring typical witt vector constructed cuntz deninger abelian constructed hesselholt arxiv proved commutative unital torsion free ring surjective continuous homomorphism hh overline commute verschiebung teichm uller map generalise prime simplify argument commutative unital ring continuous map set hh commute ghost map,['math.RA'],1,2
2021-02-09,template free try image synthesis semantic guided optimization virtual try attractive drawn considerable attention field computer vision presenting dimensional physical characteristic pleat shadow image although several study virtual try required user specified target pose user friendly target clothing failed problematic case facial detail clothing wrinkle body occlusion challenge innovative template free try image synthesis ti network ti synthesizes target pose according user specified shop clothing afterward shop clothing image user image synthesized pose synthesizing human try image target clothing fitting pose qualitative quantitative experiment indicate ti outperforms method especially case,['cs.CV'],1,3
2022-06-08,adjacency label subgraphs cartesian product hereditary class mathcal adjacency labeling scheme class subgraphs induced subgraphs cartesian product graph mathcal consequence mathcal admits adjacency label equivalently small induced universal graph meeting information theoretic minimum class subgraphs induced subgraphs cartesian product graph mathcal,"['cs.DS', 'math.CO']",2,9
2018-10-16,phase physic forbes dissertation sixth encyclopaedia britannica take james david forbes encyclopaedia britannica entry dissertation sixth lens examine physic cognitive practical social enterprise forbes wrote survey eighteenth nineteenth century mathematical physical science british physic pivotal history situated discipline identified mathematical method originating france identified university laboratory institution contemporary encyclopaedia nexus publisher book trade reader men science formation physic field forbes witness whose progress physic natural philosophy explored face agent exploited opportunity offered encyclopaedia britannica mid nineteenth century enrol broadly educated public scientific collective illuminating connection definition physic form social practice forbes term physic natural philosophy interchangeably portrayed field progressed natural genius great men curated discipline associational culture engendered true intellectual spirit although societal mechanism becoming ineffective forbes see university institution forward instead running counter friend william whewell advocated inclusion mechanical art engineering strictly limited mathematics revealed tension accepted discovery historiography conflicted intellectual moral worth reflecting nineteenth century concern spirit cut across twentieth century question discipline field,['physics.hist-ph'],1,4
2019-06-18,photonic crystal nanocavity topological corner topological phonics emerged engineer flow light provides unprecedented mean developing diverse photonic element robust optical waveguide immune structural imperfection development nanoscale standing wave cavity topological photonics rather slow despite importance building densely integrated photonic integrated circuit letter report photonic crystal nanocavity topological corner supported degree angled rim dimensional photonic crystal combination bulk edge edge corner correspondence guarantee presence topological hierarchical manner experimentally observed corner mode tightly localized space supporting factor verifying promise nanocavity result cast light nanocavities topological photonics platform,"['cond-mat.mes-hall', 'physics.optics', 'quant-ph']",3,7
2020-01-29,domain specialized cache management analytics analytics power application area diverse finance networking business logistics common graph domain analytics power law distribution vertex connectivity wherein small vertex responsible fraction connection richly connected hot vertex inherently exhibit reuse find hardware cache management scheme struggle capitalizing reuse highly irregular access pattern analytics response grasp domain specialized cache management level cache analytics grasp augments existing cache policy maximize reuse hot vertex protecting cache thrashing maintaining flexibility reuse vertex grasp keep hardware negligible leveraging lightweight software support pinpoint hot vertex eliding storage intensive prediction mechanism employed cache management scheme diverse analytic application skew datasets grasp outperforms prior domain agnostic scheme datapoints yielding average speed max prior scheme grasp remains robust skew datasets whereas prior scheme consistently cause slowdown,"['cs.DC', 'cs.PF']",2,9
2023-03-28,visualizing atomic origin metallic behavior kondo insulator kondo lattice electrically insulating temperature several experiment detected signature bulk metallicity kondo insulating visualize space charge landscape kondo lattice atomic resolution scanning tunneling microscope discover nanometer puddle metallic conduction electron centered uranium site substitution heavy fermion compound uru samarium site defect topological kondo insulator smb defect disturb kondo screening cloud leaving behind fingerprint metallic parent result suggest mysterious quantum oscillation measured smb could arise kondo lattice defect although rule explanation imaging could enable development atomic charge sensor heavy fermion probe,['cond-mat.str-el'],1,7
2020-01-01,coverage analysis dense cellular network realistic propagation condition time stochastic geometry become popular tool analysis generation dense small cell wireless network usually network modeled dimensional spatial poisson process sppp distinctive effect line sight los line sight nlos propagation explicitly analysis aim bridge gap modeling access user equipment location dimensional sppp considering realistic los nlos channel model path loss small fading reported existing standard density downlink coverage probability investigated probabilistic activity aps analytically modeled density coverage probability numerically extremely tight nature close approximation,"['cs.IT', 'math.IT']",2,4
2018-03-20,pymuse python package vlt muse data companion focus demonstration pymuse python package demonstrating usage utility vlt muse data analysis option spectrum extraction creation type image compatibility commonly software astronomical data analysis among others pymuse source software github free distribution,['astro-ph.IM'],1,4
2022-11-04,semantic segmentation cloud scene dilated aggregation pyramid decoder semantic segmentation cloud generates understanding scene densely predicting category unicity receptive field semantic segmentation cloud remains expression multi receptive field feature brings misclassification instance similar spatial structure convolutional network dgfa net rooted dilated aggregation dgfa guided multi basis aggregation loss maloss calculated pyramid decoder configure multi receptive field feature dgfa take dilated convolution dgconv basic building block designed aggregate multi capturing dilated graph receptive region simultaneously considering penalizing receptive field information set resolution calculation base pyramid decoder maloss diversity receptive field base combining aspect dgfa net improves segmentation instance similar spatial structure experiment sdis shapenetpart toronto dgfa net outperforms baseline achieving segmentation,['cs.CV'],1,3
2023-05-17,kpi edgar dataset accompanying metric relation extraction financial document kpi edgar dataset joint named entity recognition relation extraction building financial report uploaded electronic data gathering analysis retrieval edgar main extract key indicator kpis financial document link value attribute accompanying baseline benchmarking additionally measuring success said extraction incorporating word level weighting scheme conventional score inherently fuzzy border entity pair relation domain,['cs.CL'],1,3
2018-10-17,level deviation continuous markov chain periodic rate irreducible continuous markov chain space periodic jump rate joint deviation empirical measure flow joint deviation empirical measure contraction get deviation type entropy production flow gallavotti cohen duality relation application,"['math.PR', 'cond-mat.stat-mech', 'math-ph', 'math.MP']",4,4
2023-06-27,unleashing realistic air forecasting introducing ready purpleairsf dataset air forecasting garnered attention data model taking center stage advancement machine learning deep learning model researcher face challenge complex data acquisition lack sourced datasets hindering validation introduces purpleairsf easily accessible dataset collected purpleair network temporal resolution air measure diverse geographical coverage dataset serf useful tool researcher aiming develop forecasting model air pollution pattern impact health environment data collection processing method employed build purpleairsf furthermore preliminary experiment classic modern spatio temporal forecasting model thereby establishing benchmark air forecasting task,"['cs.LG', 'cs.AI']",2,3
2023-06-29,linearity position prime number prime composite number prime number lie half line lie half line composite corresponding linear mathematical relationship prime number must satisfy satisfy dependence composite linear equation number enough carry mentioned analysis addition astonishing cyclical nature occurrence composite number natural number demonstrated,['math.GM'],1,2
2019-02-01,pion interaction standard precision pion predicted yukawa force carrier inter nucleon force detected today state quark anti quark lightest flavour satisfy bose statistic lightest particle strong interaction spectrum determination parameter standard mass lightest quark reached precision lattice pion pseudo goldstone boson spontaneously broken approximate axial vector symmetry probe property interaction precision test knowledge strong interaction probe strong interaction computer lattice gauge despite history theoretical challenge determining property precision example lifetime neutral pion status mass decay width field theory pion pion scattering several decade method field dispersion relation analyticity unitarity crossing knowledge theoretical method confront precision data extract information scattering shift parameter knowledge estimating standard contribution anomalous magnetic moment muon probed fermilab ongoing experiment sensitive test rare decay eta meson pion represents isospin violating decay briefly review development,"['physics.hist-ph', 'hep-ph']",2,1
2023-05-23,solving power field bracken leander cite bcc proved solution equation giving solution determined every direct complete solve equation remained present direct explicit equation main cite bcc determining differential spectrum simply result,"['cs.IT', 'math.IT', 'math.NT']",3,10
2022-04-01,schema matching gaussian mixture model wasserstein distance gaussian mixture model place powerful tool mostly clustering preparation extraction pattern recognition image segmentation machine learning faced schema matching mixture model computed piece data maintain information dataset measure result mixture model wasserstein distance useful easy calculate mixture distribution approximation wasserstein distance gaussian mixture model reduce linear furthermore example concerning data,"['cs.LG', 'cs.DB', 'stat.ML']",3,3
2021-03-31,seamless map major element moon result resolution geostationary satellite major element play role understanding origin evolution moon map major element orbital data mosaic image resolution gamma ray data hue variation gap among orbital boundary mosaic image conducive geological study aim produce seamless homogenous distribution map major element exposure image whole lunar disk china resolution geostationary satellite gaofen spatial resolution elemental content soil sample returned apollo luna mission ground truth correlated reflectance sampling site extracted gaofen data final distribution map major oxide generated statistical regression product average content proportion major element maria highland estimated compared result showed sio tio highest lowest fraction mare highland area respectively besides relative concentration element could serve indicator geologic process obviously asymmetric distribution alo cao sio tycho crater suggest tycho crater formed oblique southwest direction,['astro-ph.EP'],1,4
2020-07-31,glauber dynamic edge colouring tree tree vertex maximum degree delta geq delta glauber dynamic edge colouring mix polynomial colour chain ergodic leq delta us recursive decomposition tree subtrees relaxation original tree term relaxation subtrees block dynamic chain comparison technique independent monotonicity glauber dynamic simplifies,"['cs.DS', 'cs.DM', 'math.CO', 'math.PR']",4,9
2021-08-06,sentence level online handwritten chinese character recognition online handwritten chinese character recognition olhccr achieved prominent scenario user always write chinese character complete sentence contextual information character hold improve accuracy robustness efficiency sentence level olhccr straightforward network namely vanilla compositional network vcn tackle sentence level olhccr couple convolutional neural network sequence modeling architecture exploit handwritten character contextual information although vcn performs much olhccr expose fragility confronting character sloppy writing missing broken stroke improve robustness sentence level olhccr deep spatial temporal fusion network dstfn utilizes trained autoregresssive backbone project chinese character word embeddings integrates spatial glyph feature handwritten character contextual information time multi layer fusion module sentence level handwriting dataset named csohd model result dstfn achieves present strong robustness compared vcn exiting olhccr model depth empirical analysis study indicate dstfn improve efficiency handwriting input handwritten chinese character incomplete stroke recognized,"['cs.CV', 'cs.CL']",2,0
2020-09-29,complexity connectivity problem forbidden transition graph edge colored graph notion forbidden transition graph allows robust generalization walk graph forbidden transition every pair edge incident common vertex permitted forbidden walk compatible pair consecutive edge walk permitted forbidden transition graph model application field routing optical telecommunication network road network bio informatics initiate connectivity problem parameterized complexity depth tractability regard width parameter among several result finding compatible path endpoint forbidden transition hard parameterized vertex deletion distance linear forest hard parameterized pathwidth treewidth hand algebraic trick yield tractability parameterized treewidth finding properly colored hamiltonian cycle edge colored properly colored walk edge colored graph special case compatible walk forbidden transition graph,['cs.DS'],1,9
